plan,switches,total_price,full_price,nights_private_bathroom,nights_private_bath_and_kitchen,segment_detail,label,equivalent_alternatives,warning
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 19) → Room 9 (Jul 19–Jul 22) → Room 7 (Jul 22–Aug 12),6,3471.75,5175.0,18,12,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 3 nights × avg £145.00, 26% off = £321.90 | Room 11: 11 nights × avg £92.27, 35% off = £659.75 | Room 9: 3 nights × avg £105.00, 26% off = £233.10 | Room 7: 21 nights × avg £75.00, 35% off = £1023.75",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 19) → Room 7 (Jun 19–Jun 21) → Room 9 (Jun 21–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 21) → Room 7 (Jul 21–Aug 12),6,3473.25,5250.0,26,8,"Room 8: 2 nights × avg £72.50, 20% off = £116.00 | Room 7: 2 nights × avg £62.50, 20% off = £100.00 | Room 9: 8 nights × avg £105.00, 35% off = £546.00 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 7 nights × avg £138.57, 35% off = £630.50 | Room 3: 9 nights × avg £94.44, 35% off = £552.50 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 19) → Room 3 (Jun 19–Jun 24) → Room 9 (Jun 24–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 21) → Room 7 (Jul 21–Aug 12),6,3473.25,5235.0,28,5,"Room 8: 2 nights × avg £72.50, 20% off = £116.00 | Room 3: 5 nights × avg £74.00, 32% off = £251.60 | Room 9: 5 nights × avg £116.00, 32% off = £394.40 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 7 nights × avg £138.57, 35% off = £630.50 | Room 3: 9 nights × avg £94.44, 35% off = £552.50 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 19) → Room 3 (Jun 19–Jun 26) → Room 9 (Jun 26–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 21) → Room 7 (Jul 21–Aug 12),6,3473.3,5230.0,29,3,"Room 8: 2 nights × avg £72.50, 20% off = £116.00 | Room 3: 7 nights × avg £75.71, 35% off = £344.50 | Room 9: 3 nights × avg £130.00, 26% off = £288.60 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 10 nights × avg £97.00, 35% off = £630.50 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 6 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 15) → Room 3 (Jul 15–Jul 28) → Room 7 (Jul 28–Aug 12),6,3473.3,5230.0,25,9,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 6: 3 nights × avg £123.33, 26% off = £273.80 | Room 11: 7 nights × avg £98.57, 35% off = £448.50 | Room 3: 13 nights × avg £91.54, 35% off = £773.50 | Room 7: 15 nights × avg £76.33, 35% off = £744.25",,,UNALLOCATED bookings overlap this range (9)
Room 9 (Jun 17–Jun 18) → Room 3 (Jun 18–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 15) → Room 6 (Jul 15–Jul 22) → Room 7 (Jul 22–Aug 12),6,3473.75,5235.0,22,10,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 3: 2 nights × avg £70.00, 20% off = £112.00 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 10 nights × avg £127.00, 35% off = £825.50 | Room 6: 7 nights × avg £79.29, 35% off = £360.75 | Room 7: 21 nights × avg £75.00, 35% off = £1023.75",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 6 (Jul 12–Jul 19) → Room 9 (Jul 19–Jul 21) → Room 7 (Jul 21–Aug 12),6,3474.75,5235.0,21,11,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 7 nights × avg £138.57, 35% off = £630.50 | Room 6: 7 nights × avg £82.14, 35% off = £373.75 | Room 9: 2 nights × avg £105.00, 20% off = £168.00 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 11 (Jul 12–Jul 19) → Room 9 (Jul 19–Jul 21) → Room 7 (Jul 21–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 19) → Room 7 (Jun 19–Jun 22) → Room 9 (Jun 22–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 22) → Room 7 (Jul 22–Aug 12),6,3477.15,5265.0,27,7,"Room 8: 2 nights × avg £72.50, 20% off = £116.00 | Room 7: 3 nights × avg £60.00, 26% off = £133.20 | Room 9: 7 nights × avg £107.86, 35% off = £490.75 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 11 nights × avg £96.36, 35% off = £689.00 | Room 7: 21 nights × avg £75.00, 35% off = £1023.75",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 6 (Jul 11–Jul 18) → Room 3 (Jul 18–Jul 25) → Room 7 (Jul 25–Aug 12),6,3482.2,5300.0,26,9,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 6: 7 nights × avg £85.00, 35% off = £386.75 | Room 3: 7 nights × avg £90.71, 35% off = £412.75 | Room 7: 18 nights × avg £75.56, 35% off = £884.00",,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 11 (Jul 11–Jul 18) → Room 3 (Jul 18–Jul 25) → Room 7 (Jul 25–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 6 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 18) → Room 9 (Jul 18–Jul 24) → Room 7 (Jul 24–Aug 12),6,3482.9,5215.0,18,15,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 6: 3 nights × avg £123.33, 26% off = £273.80 | Room 11: 10 nights × avg £93.00, 35% off = £604.50 | Room 9: 6 nights × avg £107.50, 32% off = £438.60 | Room 7: 19 nights × avg £75.53, 35% off = £932.75",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 10) → Room 6 (Jul 10–Jul 19) → Room 9 (Jul 19–Jul 22) → Room 7 (Jul 22–Aug 12),6,3483.15,5220.0,20,12,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 5 nights × avg £142.00, 32% off = £482.80 | Room 6: 9 nights × avg £87.22, 35% off = £510.25 | Room 9: 3 nights × avg £105.00, 26% off = £233.10 | Room 7: 21 nights × avg £75.00, 35% off = £1023.75",,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 10) → Room 11 (Jul 10–Jul 19) → Room 9 (Jul 19–Jul 22) → Room 7 (Jul 22–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 19) → Room 3 (Jun 19–Jun 22) → Room 9 (Jun 22–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 21) → Room 7 (Jul 21–Aug 12),6,3484.5,5265.0,28,7,"Room 8: 2 nights × avg £72.50, 20% off = £116.00 | Room 3: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 7 nights × avg £107.86, 35% off = £490.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 7 nights × avg £138.57, 35% off = £630.50 | Room 3: 9 nights × avg £94.44, 35% off = £552.50 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,,UNALLOCATED bookings overlap this range (9)
Room 9 (Jun 17–Jun 18) → Room 3 (Jun 18–Jun 26) → Room 9 (Jun 26–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 21) → Room 7 (Jul 21–Aug 12),6,3484.55,5235.0,29,4,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 3: 8 nights × avg £74.38, 35% off = £386.75 | Room 9: 3 nights × avg £130.00, 26% off = £288.60 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 10 nights × avg £97.00, 35% off = £630.50 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 19) → Room 3 (Jun 19–Jun 24) → Room 9 (Jun 24–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 21) → Room 7 (Jul 21–Aug 12),6,3486.2,5260.0,29,5,"Room 8: 2 nights × avg £72.50, 20% off = £116.00 | Room 3: 5 nights × avg £74.00, 32% off = £251.60 | Room 9: 5 nights × avg £116.00, 32% off = £394.40 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 10 nights × avg £97.00, 35% off = £630.50 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 19) → Room 3 (Jun 19–Jun 26) → Room 9 (Jun 26–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 22) → Room 7 (Jul 22–Aug 12),6,3486.3,5250.0,30,3,"Room 8: 2 nights × avg £72.50, 20% off = £116.00 | Room 3: 7 nights × avg £75.71, 35% off = £344.50 | Room 9: 3 nights × avg £130.00, 26% off = £288.60 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 11 nights × avg £96.36, 35% off = £689.00 | Room 7: 21 nights × avg £75.00, 35% off = £1023.75",,,UNALLOCATED bookings overlap this range (9)
Room 9 (Jun 17–Jun 18) → Room 3 (Jun 18–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 16) → Room 6 (Jul 16–Jul 21) → Room 7 (Jul 21–Aug 12),6,3488.85,5240.0,23,10,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 3: 2 nights × avg £70.00, 20% off = £112.00 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 11 nights × avg £124.09, 35% off = £887.25 | Room 6: 5 nights × avg £79.00, 32% off = £268.60 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,Room 9 (Jun 17–Jun 18) → Room 3 (Jun 18–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 16) → Room 10 (Jul 16–Jul 21) → Room 7 (Jul 21–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 13) → Room 6 (Jul 13–Jul 20) → Room 9 (Jul 20–Jul 22) → Room 7 (Jul 22–Aug 12),6,3491.0,5260.0,22,11,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 8 nights × avg £136.25, 35% off = £708.50 | Room 6: 7 nights × avg £78.57, 35% off = £357.50 | Room 9: 2 nights × avg £105.00, 20% off = £168.00 | Room 7: 21 nights × avg £75.00, 35% off = £1023.75",,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 13) → Room 11 (Jul 13–Jul 20) → Room 9 (Jul 20–Jul 22) → Room 7 (Jul 22–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 6 (Jul 12–Jul 19) → Room 9 (Jul 19–Jul 22) → Room 7 (Jul 22–Aug 12),6,3494.35,5270.0,22,12,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 7 nights × avg £138.57, 35% off = £630.50 | Room 6: 7 nights × avg £82.14, 35% off = £373.75 | Room 9: 3 nights × avg £105.00, 26% off = £233.10 | Room 7: 21 nights × avg £75.00, 35% off = £1023.75",,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 11 (Jul 12–Jul 19) → Room 9 (Jul 19–Jul 22) → Room 7 (Jul 22–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 9 (Jun 17–Jun 18) → Room 7 (Jun 18–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 21) → Room 7 (Jul 21–Aug 12),6,3496.0,5275.0,26,10,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 7: 2 nights × avg £57.50, 20% off = £92.00 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 7 nights × avg £138.57, 35% off = £630.50 | Room 3: 9 nights × avg £94.44, 35% off = £552.50 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 19) → Room 3 (Jun 19–Jun 26) → Room 9 (Jun 26–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 24) → Room 7 (Jul 24–Aug 12),6,3496.1,5260.0,31,3,"Room 8: 2 nights × avg £72.50, 20% off = £116.00 | Room 3: 7 nights × avg £75.71, 35% off = £344.50 | Room 9: 3 nights × avg £130.00, 26% off = £288.60 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 7 nights × avg £138.57, 35% off = £630.50 | Room 3: 12 nights × avg £92.92, 35% off = £724.75 | Room 7: 19 nights × avg £75.53, 35% off = £932.75",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 19) → Room 3 (Jun 19–Jun 22) → Room 9 (Jun 22–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 21) → Room 7 (Jul 21–Aug 12),6,3497.45,5290.0,29,7,"Room 8: 2 nights × avg £72.50, 20% off = £116.00 | Room 3: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 7 nights × avg £107.86, 35% off = £490.75 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 10 nights × avg £97.00, 35% off = £630.50 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,,UNALLOCATED bookings overlap this range (9)
Room 9 (Jun 17–Jun 18) → Room 3 (Jun 18–Jun 26) → Room 9 (Jun 26–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 22) → Room 7 (Jul 22–Aug 12),6,3497.55,5255.0,30,4,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 3: 8 nights × avg £74.38, 35% off = £386.75 | Room 9: 3 nights × avg £130.00, 26% off = £288.60 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 11 nights × avg £96.36, 35% off = £689.00 | Room 7: 21 nights × avg £75.00, 35% off = £1023.75",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 19) → Room 3 (Jun 19–Jun 24) → Room 9 (Jun 24–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 22) → Room 7 (Jul 22–Aug 12),6,3499.2,5280.0,30,5,"Room 8: 2 nights × avg £72.50, 20% off = £116.00 | Room 3: 5 nights × avg £74.00, 32% off = £251.60 | Room 9: 5 nights × avg £116.00, 32% off = £394.40 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 11 nights × avg £96.36, 35% off = £689.00 | Room 7: 21 nights × avg £75.00, 35% off = £1023.75",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 19) → Room 9 (Jul 19–Jul 23) → Room 7 (Jul 23–Aug 12),6,3503.95,5210.0,19,13,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 3 nights × avg £145.00, 26% off = £321.90 | Room 11: 11 nights × avg £92.27, 35% off = £659.75 | Room 9: 4 nights × avg £105.00, 26% off = £310.80 | Room 7: 20 nights × avg £75.25, 35% off = £978.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 14) → Room 6 (Jul 14–Jul 21) → Room 9 (Jul 21–Jul 23) → Room 7 (Jul 23–Aug 12),6,3504.0,5280.0,23,11,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 9 nights × avg £131.11, 35% off = £767.00 | Room 6: 7 nights × avg £78.57, 35% off = £357.50 | Room 9: 2 nights × avg £105.00, 20% off = £168.00 | Room 7: 20 nights × avg £75.25, 35% off = £978.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 19) → Room 9 (Jul 19–Jul 24) → Room 7 (Jul 24–Aug 12),6,3504.65,5245.0,20,14,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 3 nights × avg £145.00, 26% off = £321.90 | Room 11: 11 nights × avg £92.27, 35% off = £659.75 | Room 9: 5 nights × avg £105.00, 32% off = £357.00 | Room 7: 19 nights × avg £75.53, 35% off = £932.75",,,UNALLOCATED bookings overlap this range (9)
Room 9 (Jun 17–Jun 18) → Room 3 (Jun 18–Jun 26) → Room 9 (Jun 26–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 24) → Room 7 (Jul 24–Aug 12),6,3507.35,5265.0,31,4,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 3: 8 nights × avg £74.38, 35% off = £386.75 | Room 9: 3 nights × avg £130.00, 26% off = £288.60 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 7 nights × avg £138.57, 35% off = £630.50 | Room 3: 12 nights × avg £92.92, 35% off = £724.75 | Room 7: 19 nights × avg £75.53, 35% off = £932.75",,,UNALLOCATED bookings overlap this range (9)
Room 9 (Jun 17–Jun 18) → Room 7 (Jun 18–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 21) → Room 7 (Jul 21–Aug 12),6,3508.95,5300.0,27,10,"Room 9: 1 night × avg £85.00, 0% off = £85.00 | Room 7: 2 nights × avg £57.50, 20% off = £92.00 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 10 nights × avg £97.00, 35% off = £630.50 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 19) → Room 3 (Jun 19–Jun 24) → Room 9 (Jun 24–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 24) → Room 7 (Jul 24–Aug 12),6,3509.0,5290.0,31,5,"Room 8: 2 nights × avg £72.50, 20% off = £116.00 | Room 3: 5 nights × avg £74.00, 32% off = £251.60 | Room 9: 5 nights × avg £116.00, 32% off = £394.40 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 7 nights × avg £138.57, 35% off = £630.50 | Room 3: 12 nights × avg £92.92, 35% off = £724.75 | Room 7: 19 nights × avg £75.53, 35% off = £932.75",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 19) → Room 3 (Jun 19–Jun 26) → Room 9 (Jun 26–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 24) → Room 7 (Jul 24–Aug 12),6,3509.05,5285.0,32,3,"Room 8: 2 nights × avg £72.50, 20% off = £116.00 | Room 3: 7 nights × avg £75.71, 35% off = £344.50 | Room 9: 3 nights × avg £130.00, 26% off = £288.60 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 13 nights × avg £95.00, 35% off = £802.75 | Room 7: 19 nights × avg £75.53, 35% off = £932.75",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 19) → Room 3 (Jun 19–Jun 22) → Room 9 (Jun 22–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 22) → Room 7 (Jul 22–Aug 12),6,3510.45,5310.0,30,7,"Room 8: 2 nights × avg £72.50, 20% off = £116.00 | Room 3: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 7 nights × avg £107.86, 35% off = £490.75 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 11 nights × avg £96.36, 35% off = £689.00 | Room 7: 21 nights × avg £75.00, 35% off = £1023.75",,,UNALLOCATED bookings overlap this range (9)
